sgRNA	Gene	HL60initial	HL60final	KBM7initial	KBM7final
ADCK2_m140373220	ADCK2	235	1346	328	846
ADCK2_m140373231	ADCK2	894	1868	647	2104
ADCK2_p140373122	ADCK2	394	1206	525	1142
ADCK2_p140373137	ADCK2	132	193	30	44
ADCK2_p140373158	ADCK2	570	1365	537	1700
ADCK2_p140373194	ADCK2	854	2422	572	1834
ADCK3_m227149096	ADCK3	184	688	234	919
ADCK3_m227149144	ADCK3	179	300	95	405
ADCK3_m227149153	ADCK3	844	2964	1373	3638
ADCK3_m227149163	ADCK3	759	2130	599	3197
ADCK3_p227149079	ADCK3	1573	2063	613	2888
ADCK3_p227149104	ADCK3	1108	3375	940	3744
ADCK3_p227149124	ADCK3	822	1637	569	1858
ADCK3_p227149133	ADCK3	493	1114	365	1747
ADCK3_p227149155	ADCK3	1548	4648	1255	5233
ADCK3_p227149165	ADCK3	380	1686	472	2046
ADCK4_m41220243	ADCK4	565	2139	487	1295
ADCK4_m41220249	ADCK4	1008	3240	1123	3165
ADCK4_m41220284	ADCK4	840	2152	732	3902
ADCK4_m41220291	ADCK4	153	1110	106	142
ADCK4_m41220465	ADCK4	553	1500	476	1747
ADCK4_m41220474	ADCK4	1346	4215	986	4983
ADCK4_m41220523	ADCK4	385	1392	437	779
ADCK4_p41220276	ADCK4	463	873	301	1793
ADCK4_p41220422	ADCK4	110	436	188	813
ADCK4_p41220480	ADCK4	1717	3413	1377	2651
ADCK5_m145603095	ADCK5	617	1345	573	2054
ADCK5_m145603137	ADCK5	813	1046	610	1919
ADCK5_m145603170	ADCK5	584	1694	452	958
ADCK5_m145608301	ADCK5	715	2393	396	2309
ADCK5_m145608343	ADCK5	637	2314	445	2374
ADCK5_p145597774	ADCK5	392	1063	305	531
ADCK5_p145603106	ADCK5	1009	3670	755	2825
ADCK5_p145603142	ADCK5	871	2002	833	2685
ADCK5_p145608305	ADCK5	256	597	349	165
ADCK5_p145608311	ADCK5	409	1942	418	1575
ADCY1_m45614206	ADCY1	122	649	176	351
ADCY1_m45614243	ADCY1	688	769	682	1474
ADCY1_m45614270	ADCY1	454	861	346	1526
ADCY1_m45614323	ADCY1	483	1591	514	2080
ADCY1_p45614127	ADCY1	1174	2832	1279	2521
ADCY1_p45614255	ADCY1	307	1300	465	901
ADCY1_p45614284	ADCY1	296	589	284	810
ADCY1_p45614294	ADCY1	102	456	176	419
ADCY1_p45614309	ADCY1	265	279	110	66
ADCY1_p45614315	ADCY1	2	334	41	327
ADD1_m2877698	ADD1	325	747	227	430
ADD1_m2877722	ADD1	326	806	204	817
ADD1_m2877771	ADD1	361	1293	456	1306
ADD1_m2877776	ADD1	385	855	247	962
ADD1_p2877627	ADD1	161	797	175	1406
ADD1_p2877644	ADD1	558	1946	574	1334
ADD1_p2877730	ADD1	132	378	14	366
ADD1_p2877736	ADD1	751	1220	456	969
ADD1_p2877743	ADD1	390	1155	787	1591
ADD1_p2877761	ADD1	960	1696	365	1882
ADD3_m111860427	ADD3	193	1082	292	1216
ADD3_m111860445	ADD3	862	1646	391	934
ADD3_m111860450	ADD3	1087	2617	846	3137
ADD3_m111860456	ADD3	1010	2002	495	1201
ADD3_m111860540	ADD3	794	2167	741	1575
ADD3_p111860411	ADD3	404	829	470	1630
ADD3_p111860500	ADD3	351	1798	591	1978
ADD3_p111860505	ADD3	665	984	476	1023
ADD3_p111860545	ADD3	940	1977	681	2029
ADD3_p111860553	ADD3	1280	2512	776	1755
ADH5_m100003154	ADH5	381	416	424	798
ADH5_m100003254	ADH5	802	1376	700	1879
ADH5_m100006267	ADH5	911	3313	907	3502
ADH5_m100006354	ADH5	971	2604	652	2435
ADH5_m100009841	ADH5	1322	3324	1273	3483
ADH5_p100002504	ADH5	455	1225	404	1641
ADH5_p100002510	ADH5	302	716	136	1270
ADH5_p100002584	ADH5	1479	2178	666	2515
ADH5_p100003219	ADH5	215	71	330	223
ADH5_p100003224	ADH5	378	542	204	1124
ADH7_m100349694	ADH7	552	1627	581	1566
ADH7_m100350690	ADH7	116	581	403	668
ADH7_m100350735	ADH7	553	1228	374	793
ADH7_m100350762	ADH7	1263	2255	889	2111
ADH7_p100349698	ADH7	740	1576	477	2712
ADH7_p100349706	ADH7	316	272	222	956
ADH7_p100349757	ADH7	412	814	324	1257
ADH7_p100350692	ADH7	398	649	255	1596
ADH7_p100350718	ADH7	117	363	181	114
ADH7_p100350724	ADH7	233	712	217	560
ADI1_m3517677	ADI1	282	359	275	706
ADI1_m3523156	ADI1	523	1020	407	1658
ADI1_m3523162	ADI1	403	575	400	1011
ADI1_m3523239	ADI1	394	644	178	1113
ADI1_m3523246	ADI1	545	1984	375	1698
ADI1_m3523251	ADI1	1062	3383	1025	3536
ADI1_p3517642	ADI1	178	644	225	1989
ADI1_p3517660	ADI1	667	1496	470	1344
ADI1_p3523164	ADI1	762	1012	685	1748
ADI1_p3523171	ADI1	433	894	88	437
ADIRF_m88728302	ADIRF	335	491	125	180
ADIRF_m88728350	ADIRF	166	207	135	305
ADIRF_m88729968	ADIRF	500	984	379	823
ADIRF_p88728292	ADIRF	731	1745	535	1300
ADIRF_p88728315	ADIRF	478	2047	569	1778
ADIRF_p88728321	ADIRF	1121	1087	428	1063
ADIRF_p88729942	ADIRF	647	962	487	1344
ADIRF_p88729951	ADIRF	296	437	245	594
ADIRF_p88729975	ADIRF	61	331	118	532
ADIRF_p88729984	ADIRF	904	1780	885	2371
ADK_m75960552	ADK	1002	2002	1030	2299
ADK_m75960590	ADK	142	463	37	612
ADK_m76153995	ADK	688	1035	657	1504
ADK_m76154033	ADK	379	1387	386	1782
ADK_p75960554	ADK	247	1168	465	611
ADK_p76074446	ADK	1024	1036	254	1732
ADK_p76074475	ADK	135	396	16	200
ADK_p76074481	ADK	298	404	42	404
ADK_p76153940	ADK	547	2118	266	2103
ADK_p76154015	ADK	309	1421	276	1198
ADNP2_m77891006	ADNP2	0	25	0	295
ADNP2_p77875445	ADNP2	446	891	349	1167
ADNP2_p77875475	ADNP2	169	454	60	806
ADNP2_p77875482	ADNP2	382	761	220	1355
ADNP2_p77875499	ADNP2	507	719	346	1609
ADNP2_p77875511	ADNP2	880	1596	734	2475
ADNP2_p77890985	ADNP2	528	1784	721	2201
ADNP2_p77891013	ADNP2	505	833	342	1052
ADNP2_p77891042	ADNP2	162	662	131	956
ADNP2_p77891053	ADNP2	241	536	181	504
ADNP_m49511043	ADNP	278	767	295	1226
ADNP_m49518579	ADNP	1228	2714	808	3762
ADNP_m49518587	ADNP	2053	2908	1488	6245
ADNP_m49520451	ADNP	1122	1226	441	2328
ADNP_m49520507	ADNP	653	2266	787	4913
ADNP_p49510837	ADNP	337	534	170	970
ADNP_p49510899	ADNP	1015	3309	750	3466
ADNP_p49510949	ADNP	292	900	501	1980
ADNP_p49511011	ADNP	291	1039	323	1572
ADNP_p49520498	ADNP	470	1649	432	1736
ADPRHL2_m36554512	ADPRHL2	337	1255	456	1717
ADPRHL2_m36554557	ADPRHL2	1087	1204	589	1823
ADPRHL2_m36554563	ADPRHL2	823	1247	237	1066
ADPRHL2_m36554576	ADPRHL2	748	2075	628	2502
ADPRHL2_m36554620	ADPRHL2	239	388	168	130
ADPRHL2_p36554501	ADPRHL2	407	1071	391	1610
ADPRHL2_p36554520	ADPRHL2	750	2176	594	1591
ADPRHL2_p36554568	ADPRHL2	335	881	447	1510
ADPRHL2_p36554580	ADPRHL2	578	1481	527	1293
ADPRHL2_p36554606	ADPRHL2	175	84	138	355
ADRA1A_m26722399	ADRA1A	110	597	130	857
ADRA1A_m26722428	ADRA1A	0	108	0	322
ADRA1A_m26722434	ADRA1A	716	1561	734	1900
ADRA1A_m26722473	ADRA1A	552	1172	327	1094
ADRA1A_p26722329	ADRA1A	1069	2273	820	2416
ADRA1A_p26722406	ADRA1A	227	1002	314	1190
ADRA1A_p26722412	ADRA1A	689	1599	554	1443
ADRA1A_p26722419	ADRA1A	386	793	286	647
ADRA1A_p26722438	ADRA1A	744	1152	526	1461
ADRA1A_p26722465	ADRA1A	378	1518	280	394
ADRA1B_m159343921	ADRA1B	46	311	138	193
ADRA1B_m159343926	ADRA1B	358	1834	462	1238
ADRA1B_m159343934	ADRA1B	509	1632	676	1313
ADRA1B_m159343996	ADRA1B	509	1458	295	1358
ADRA1B_m159344001	ADRA1B	224	1398	174	1182
ADRA1B_m159344006	ADRA1B	341	345	125	760
ADRA1B_m159344028	ADRA1B	731	1475	297	1304
ADRA1B_p159343905	ADRA1B	279	70	165	585
ADRA1B_p159343912	ADRA1B	782	1522	825	1899
ADRA1B_p159343940	ADRA1B	731	2012	705	2117
ADRB1_m115803922	ADRB1	157	616	126	620
ADRB1_m115803930	ADRB1	300	716	124	632
ADRB1_m115803938	ADRB1	588	1530	662	2374
ADRB1_m115803996	ADRB1	439	1119	290	700
ADRB1_m115804005	ADRB1	916	1255	892	1108
ADRB1_m115804012	ADRB1	1474	1733	1094	1233
ADRB1_m115804041	ADRB1	282	958	646	1752
ADRB1_m115804047	ADRB1	434	611	307	563
ADRB1_p115803878	ADRB1	298	2027	647	1533
ADRB1_p115803909	ADRB1	393	1120	357	1694
ADRB2_m148206406	ADRB2	564	1573	485	1390
ADRB2_m148206447	ADRB2	562	1395	463	1143
ADRB2_p148206408	ADRB2	731	2455	425	1785
ADRB2_p148206418	ADRB2	302	732	232	632
ADRB2_p148206432	ADRB2	318	939	630	939
ADRB2_p148206450	ADRB2	414	1514	494	932
ADRB2_p148206455	ADRB2	3368	6329	2002	7676
ADRB2_p148206462	ADRB2	920	1751	529	2621
ADRB2_p148206467	ADRB2	518	1030	521	1397
ADRB2_p148206474	ADRB2	101	664	249	626
ADRB3_m37823829	ADRB3	214	1095	158	887
ADRB3_m37823842	ADRB3	97	0	0	242
ADRB3_m37823867	ADRB3	171	398	134	767
ADRB3_m37823894	ADRB3	827	3426	1050	3963
ADRB3_p37823813	ADRB3	862	837	396	792
ADRB3_p37823900	ADRB3	123	443	135	359
ADRB3_p37823908	ADRB3	321	1162	225	1331
ADRB3_p37823913	ADRB3	309	833	215	744
ADRB3_p37823952	ADRB3	839	2409	821	2329
ADRB3_p37823958	ADRB3	1511	2208	550	2013
ADRBK1_m67034181	ADRBK1	253	3797	494	2735
ADRBK1_m67034219	ADRBK1	755	1538	641	1746
ADRBK1_m67034242	ADRBK1	995	2437	681	2655
ADRBK1_m67034255	ADRBK1	399	1179	556	2293
ADRBK1_p67034160	ADRBK1	693	1697	404	2000
ADRBK1_p67034166	ADRBK1	864	2522	683	2840
ADRBK1_p67034172	ADRBK1	899	2344	1011	2162
ADRBK1_p67034193	ADRBK1	618	2599	469	2217
ADRBK1_p67034199	ADRBK1	628	2345	427	2230
ADRBK1_p67034261	ADRBK1	463	505	357	1103
ADRBK2_m25961078	ADRBK2	215	789	236	926
ADRBK2_m25961092	ADRBK2	1140	2086	544	3062
ADRBK2_m25961108	ADRBK2	702	1434	221	1217
ADRBK2_m26000349	ADRBK2	179	917	217	455
ADRBK2_m26000370	ADRBK2	484	906	243	740
ADRBK2_m26057580	ADRBK2	415	1917	459	1560
ADRBK2_p25960997	ADRBK2	892	1961	242	1439
ADRBK2_p25961098	ADRBK2	1384	1717	463	1821
ADRBK2_p26040592	ADRBK2	290	410	342	1075
ADRBK2_p26057601	ADRBK2	991	2744	947	3634
ADRM1_m60878634	ADRM1	279	690	370	623
ADRM1_m60878651	ADRM1	501	891	373	915
ADRM1_m60878679	ADRM1	1078	2696	907	2532
ADRM1_p60878615	ADRM1	325	280	474	783
ADRM1_p60878642	ADRM1	64	112	70	789
ADRM1_p60878671	ADRM1	286	488	76	546
ADRM1_p60878682	ADRM1	688	1256	402	1923
ADRM1_p60878687	ADRM1	138	680	180	90
ADRM1_p60878704	ADRM1	186	576	378	565
ADRM1_p60878730	ADRM1	423	622	358	1086
AEBP1_m44144289	AEBP1	1334	2582	1186	3782
AEBP1_m44144302	AEBP1	402	786	478	1505
AEBP1_m44144319	AEBP1	675	775	505	1012
AEBP1_m44144326	AEBP1	782	2562	647	2633
AEBP1_m44144338	AEBP1	395	1099	198	513
AEBP1_m44144355	AEBP1	357	1602	1109	1473
AEBP1_p44144293	AEBP1	613	1571	649	2284
AEBP1_p44144306	AEBP1	661	1463	532	891
AEBP1_p44144347	AEBP1	707	1087	560	1375
AEBP1_p44144359	AEBP1	524	916	496	1847
AEBP2_m19615484	AEBP2	71	511	218	716
AEBP2_m19615553	AEBP2	933	1372	301	1392
AEBP2_m19615572	AEBP2	696	1156	264	1354
AEBP2_m19615578	AEBP2	237	1301	378	1044
AEBP2_p19615440	AEBP2	701	1392	615	1934
AEBP2_p19615465	AEBP2	175	252	242	143
AEBP2_p19615492	AEBP2	497	640	218	1437
AEBP2_p19615498	AEBP2	637	990	511	1441
AEBP2_p19615544	AEBP2	507	1167	423	1352
AEBP2_p19615557	AEBP2	808	2226	484	1828
AEN_m89169460	AEN	1093	2182	875	1989
AEN_m89169478	AEN	940	2392	749	572
AEN_m89169484	AEN	903	1547	509	1436
AEN_m89169489	AEN	64	278	0	214
AEN_m89169495	AEN	451	1322	335	685
AEN_m89169500	AEN	462	1175	320	861
AEN_m89169507	AEN	386	528	415	1381
AEN_m89169544	AEN	365	800	387	689
AEN_p89169516	AEN	983	2722	602	1738
AEN_p89169534	AEN	701	2356	600	790
AES_m3056311	AES	515	1414	347	2030
AES_m3056337	AES	563	1812	690	2204
AES_m3057678	AES	591	1183	446	1776
AES_m3057717	AES	680	1487	578	2171
AES_m3061159	AES	385	1586	371	1251
AES_m3061215	AES	356	1912	510	1476
AES_p3056318	AES	734	1264	371	1467
AES_p3061179	AES	183	179	175	695
AES_p3061186	AES	162	269	150	806
AES_p3061195	AES	367	1323	200	339
AFAP1L2_m116092987	AFAP1L2	598	1008	262	1705
AFAP1L2_m116093045	AFAP1L2	482	1193	477	1342
AFAP1L2_m116100394	AFAP1L2	453	1363	557	906
AFAP1L2_m116100466	AFAP1L2	311	775	244	934
AFAP1L2_p116092995	AFAP1L2	941	1418	487	1489
AFAP1L2_p116100376	AFAP1L2	150	593	289	940
AFAP1L2_p116100409	AFAP1L2	915	3685	638	2371
AFAP1L2_p116100418	AFAP1L2	264	1090	204	1162
AFAP1L2_p116100433	AFAP1L2	227	549	167	378
AFAP1L2_p116164194	AFAP1L2	402	961	206	965
AFF1_m87967374	AFF1	175	270	108	664
AFF1_m87967382	AFF1	253	229	196	920
AFF1_m87967432	AFF1	118	234	339	376
AFF1_m87967920	AFF1	511	1733	918	1106
AFF1_m87967978	AFF1	374	595	206	1219
AFF1_p87967338	AFF1	422	1309	361	2027
AFF1_p87967353	AFF1	1215	1522	822	2879
AFF1_p87967869	AFF1	489	1911	702	1568
AFF1_p87967890	AFF1	561	835	567	2301
AFF1_p87967926	AFF1	539	2082	580	1397
AFF2_m147891407	AFF2	242	431	211	1053
AFF2_m147891412	AFF2	527	1329	282	1264
AFF2_m147891420	AFF2	344	183	69	320
AFF2_m147924509	AFF2	83	50	46	201
AFF2_m147924918	AFF2	584	1261	640	4264
AFF2_m147924923	AFF2	409	588	185	318
AFF2_m147967463	AFF2	411	1474	513	1929
AFF2_m147967470	AFF2	607	1417	720	2796
AFF2_p147891422	AFF2	83	593	353	530
AFF2_p147967406	AFF2	710	2176	592	2168
AFF3_m100623802	AFF3	426	207	108	324
AFF3_m100623914	AFF3	165	178	122	388
AFF3_m100625275	AFF3	355	962	134	902
AFF3_m100625319	AFF3	505	1515	440	1741
AFF3_m100625326	AFF3	318	825	254	1101
AFF3_m100625363	AFF3	789	801	429	533
AFF3_p100623773	AFF3	1294	2494	1028	1487
AFF3_p100623814	AFF3	646	968	605	2285
AFF3_p100623867	AFF3	637	1053	316	1051
AFF3_p100623873	AFF3	217	690	247	368
AFF4_m132272813	AFF4	649	1198	422	2157
AFF4_m132272826	AFF4	786	3211	1234	3711
AFF4_m132272833	AFF4	929	1731	1084	2189
AFF4_m132272841	AFF4	164	448	359	1402
AFF4_m132272866	AFF4	816	2232	826	2605
AFF4_p132272747	AFF4	359	115	64	579
AFF4_p132272762	AFF4	382	1139	267	1059
AFF4_p132272771	AFF4	375	1818	781	2643
AFF4_p132272844	AFF4	408	1920	530	2421
AFF4_p132272853	AFF4	515	1400	381	1598
AFMID_m76183481	AFMID	477	978	551	1588
AFMID_m76183493	AFMID	304	349	108	365
AFMID_m76187074	AFMID	611	803	496	543
AFMID_m76187079	AFMID	269	866	265	440
AFMID_p76183445	AFMID	620	1487	482	1754
AFMID_p76183450	AFMID	543	962	878	1761
AFMID_p76183465	AFMID	108	504	337	414
AFMID_p76183473	AFMID	261	1321	241	746
AFMID_p76187060	AFMID	309	1105	636	1222
AFMID_p76187082	AFMID	774	1274	579	1548
AFTPH_m64778617	AFTPH	283	385	165	65
AFTPH_m64778646	AFTPH	680	1310	529	2559
AFTPH_m64778724	AFTPH	34	168	72	117
AFTPH_m64778773	AFTPH	41	367	91	335
AFTPH_m64778841	AFTPH	508	1696	257	967
AFTPH_m64778905	AFTPH	315	981	199	1187
AFTPH_p64778649	AFTPH	1173	2103	845	2885
AFTPH_p64778713	AFTPH	1178	2447	849	1747
AFTPH_p64778754	AFTPH	578	1208	485	1349
AFTPH_p64778890	AFTPH	422	581	298	1149
AGAP2_m58128438	AGAP2	556	1856	505	1455
AGAP2_m58128444	AGAP2	1673	3114	906	3687
AGAP2_m58128454	AGAP2	825	1423	649	1588
AGAP2_m58129187	AGAP2	624	1675	433	1954
AGAP2_m58129192	AGAP2	541	1625	409	662
AGAP2_p58128423	AGAP2	287	635	288	725
AGAP2_p58129143	AGAP2	515	1256	282	456
AGAP2_p58129148	AGAP2	519	986	670	1154
AGAP2_p58129153	AGAP2	208	403	115	489
AGAP2_p58129171	AGAP2	346	2100	511	2182
AGAP3_m150784003	AGAP3	944	1925	631	1942
AGAP3_p150783818	AGAP3	264	1479	287	1311
AGAP3_p150783825	AGAP3	222	1523	358	1076
AGAP3_p150783857	AGAP3	904	2134	585	2790
AGAP3_p150783866	AGAP3	240	492	132	750
AGAP3_p150783903	AGAP3	472	1243	382	1565
AGAP3_p150783915	AGAP3	570	594	405	1737
AGAP3_p150783972	AGAP3	249	529	208	1305
AGAP3_p150784007	AGAP3	481	1327	358	2561
AGAP3_p150784015	AGAP3	331	1244	379	1284
AGBL5_m27275887	AGBL5	436	487	339	337
AGBL5_m27275950	AGBL5	241	324	158	482
AGBL5_m27275975	AGBL5	530	1234	525	1582
AGBL5_m27276001	AGBL5	425	588	312	976
AGBL5_m27276006	AGBL5	771	1013	785	1977
AGBL5_p27275820	AGBL5	288	356	232	746
AGBL5_p27275854	AGBL5	202	776	467	2155
AGBL5_p27275870	AGBL5	466	625	308	990
AGBL5_p27275876	AGBL5	300	689	355	799
AGBL5_p27275898	AGBL5	754	1690	1109	2331
AGFG1_m228337138	AGFG1	714	2746	564	1557
AGFG1_m228337178	AGFG1	374	1247	575	1529
AGFG1_m228337201	AGFG1	635	1007	496	1334
AGFG1_m228337208	AGFG1	457	879	440	1340
AGFG1_m228337217	AGFG1	229	573	348	750
AGFG1_m228337248	AGFG1	669	1071	378	587
AGFG1_m228337276	AGFG1	1621	2485	1273	2620
AGFG1_p228337142	AGFG1	0	0	24	137
AGFG1_p228337168	AGFG1	454	780	376	1240
AGFG1_p228337221	AGFG1	306	1131	241	1122
AGL_m100327112	AGL	777	1842	539	2115
AGL_m100327128	AGL	83	505	140	640
AGL_m100327135	AGL	151	664	67	807
AGL_m100327186	AGL	94	635	90	232
AGL_m100327263	AGL	516	650	261	368
AGL_p100327060	AGL	497	523	260	675
AGL_p100327074	AGL	413	1032	555	899
AGL_p100327114	AGL	32	380	83	54
AGL_p100327219	AGL	134	66	162	137
AGL_p100327246	AGL	315	320	143	626
AGPAT3_m45379563	AGPAT3	179	81	141	288
AGPAT3_m45379570	AGPAT3	87	303	130	281
AGPAT3_m45379578	AGPAT3	69	328	88	395
AGPAT3_m45379590	AGPAT3	819	2207	918	1744
AGPAT3_m45379606	AGPAT3	256	527	166	358
AGPAT3_p45379552	AGPAT3	710	2228	651	2263
AGPAT3_p45379592	AGPAT3	734	476	254	439
AGPAT3_p45379613	AGPAT3	407	740	172	481
AGPAT3_p45379618	AGPAT3	40	699	396	1463
AGPAT3_p45379648	AGPAT3	701	934	370	719
AGPAT5_m6566202	AGPAT5	195	307	321	227
AGPAT5_m6566212	AGPAT5	1668	3410	1381	4278
AGPAT5_m6566223	AGPAT5	782	2701	1145	2379
AGPAT5_m6566233	AGPAT5	2271	4502	2181	4135
AGPAT5_m6566240	AGPAT5	546	1383	898	1661
AGPAT5_m6566254	AGPAT5	520	586	268	1373
AGPAT5_m6566307	AGPAT5	196	369	141	188
AGPAT5_p6566182	AGPAT5	329	790	233	1033
AGPAT5_p6566257	AGPAT5	941	1815	738	1921
AGPAT5_p6566262	AGPAT5	474	1506	274	1191
AGTPBP1_m88296213	AGTPBP1	531	2269	492	2580
AGTPBP1_m88296222	AGTPBP1	1138	1909	509	2637
AGTPBP1_m88307605	AGTPBP1	495	796	251	824
AGTPBP1_m88307687	AGTPBP1	1353	2269	700	2760
AGTPBP1_m88307696	AGTPBP1	0	694	204	669
AGTPBP1_p88296203	AGTPBP1	298	727	192	1188
AGTPBP1_p88307644	AGTPBP1	206	435	189	608
AGTPBP1_p88307675	AGTPBP1	800	1441	646	2138
AGTPBP1_p88307700	AGTPBP1	107	64	67	1054
AGTPBP1_p88307705	AGTPBP1	446	716	253	903
AHCTF1_m247067252	AHCTF1	134	672	170	60
AHCTF1_m247068844	AHCTF1	753	2763	595	1411
AHCTF1_m247068867	AHCTF1	509	380	275	835
AHCTF1_m247068886	AHCTF1	745	1328	497	638
AHCTF1_m247068945	AHCTF1	461	973	178	1432
AHCTF1_m247070906	AHCTF1	734	553	906	339
AHCTF1_m247070995	AHCTF1	978	508	617	282
AHCTF1_m247094617	AHCTF1	575	858	372	1120
AHCTF1_p247076572	AHCTF1	375	1749	417	1088
AHCTF1_p247079429	AHCTF1	409	1166	507	1318
AHCY_m32883210	AHCY	205	362	370	240
AHCY_m32883247	AHCY	777	179	619	176
AHCY_m32883267	AHCY	537	1147	378	1029
AHCY_m32883301	AHCY	267	530	232	374
AHCY_m32883330	AHCY	1367	3863	1259	3387
AHCY_p32883227	AHCY	729	1023	229	611
AHCY_p32883238	AHCY	42	974	123	791
AHCY_p32883253	AHCY	443	376	495	33
AHCY_p32883304	AHCY	1106	3402	794	3472
AHCY_p32883309	AHCY	717	169	497	185
AHNAK2_m105423801	AHNAK2	827	2364	932	2698
AHNAK2_m105423809	AHNAK2	275	776	265	1124
AHNAK2_m105423822	AHNAK2	215	1125	414	1162
AHNAK2_m105423829	AHNAK2	502	890	495	704
AHNAK2_m105423836	AHNAK2	200	2170	460	1886
AHNAK2_m105444536	AHNAK2	260	1122	256	1064
AHNAK2_m105444541	AHNAK2	518	1342	374	1589
AHNAK2_m105444555	AHNAK2	343	257	156	1290
AHNAK2_p105423957	AHNAK2	460	497	311	1143
AHNAK2_p105423983	AHNAK2	247	1549	219	972
AHNAK_m62303488	AHNAK	272	1238	284	1124
AHNAK_m62303507	AHNAK	79	464	133	34
AHNAK_m62303523	AHNAK	122	238	168	534
AHNAK_m62303528	AHNAK	181	1074	449	1467
AHNAK_m62303548	AHNAK	591	1143	552	573
AHNAK_m62303560	AHNAK	479	1629	540	2630
AHNAK_p62303470	AHNAK	258	1397	412	1743
AHNAK_p62303477	AHNAK	446	879	282	831
AHNAK_p62303510	AHNAK	322	948	254	862
AHNAK_p62303551	AHNAK	35	186	23	55
AHRR_m344006	AHRR	235	752	92	841
AHRR_m344069	AHRR	283	337	210	610
AHRR_m353878	AHRR	1	0	47	110
AHRR_m353892	AHRR	239	458	85	728
AHRR_m353898	AHRR	382	316	96	720
AHRR_p344008	AHRR	171	2480	125	2626
AHRR_p344030	AHRR	501	1767	503	803
AHRR_p344036	AHRR	230	600	342	114
AHRR_p344042	AHRR	837	1327	296	1652
AHRR_p353901	AHRR	673	1778	699	2365
AHR_m17338889	AHR	648	1926	651	1131
AHR_m17338907	AHR	1483	6164	1589	3911
AHR_m17338922	AHR	50	46	92	123
AHR_m17349569	AHR	312	1890	620	2647
AHR_m17349574	AHR	316	855	415	590
AHR_m17349599	AHR	118	978	217	1524
AHR_p17338910	AHR	850	1457	530	1075
AHR_p17349560	AHR	578	2358	649	2229
AHR_p17349585	AHR	356	1027	266	596
AHR_p17349613	AHR	996	2515	630	1937
AIF1_m31583902	AIF1	308	1320	486	2212
AIF1_m31584119	AIF1	848	1073	373	1471
AIF1_m31584132	AIF1	621	2191	957	2469
AIF1_m31584164	AIF1	359	1000	225	894
AIF1_m31584175	AIF1	105	214	0	106
AIF1_p31583885	AIF1	727	2285	464	1335
AIF1_p31583891	AIF1	74	699	296	648
AIF1_p31584124	AIF1	1389	2100	696	2297
AIF1_p31584134	AIF1	220	674	236	802
AIF1_p31584178	AIF1	159	316	99	279
AIFM1_m129299534	AIFM1	1273	1683	796	1291
AIFM1_m129299540	AIFM1	1150	1546	883	2905
AIFM1_m129299570	AIFM1	609	1152	553	1308
AIFM1_m129299604	AIFM1	264	1501	400	1905
AIFM1_m129299611	AIFM1	238	753	218	905
AIFM1_m129299616	AIFM1	415	433	312	251
AIFM1_m129299624	AIFM1	635	1589	321	752
AIFM1_p129299543	AIFM1	127	115	69	1
AIFM1_p129299555	AIFM1	1306	831	791	989
AIFM1_p129299590	AIFM1	0	402	0	1021
AIFM3_m21322233	AIFM3	645	840	373	850
AIFM3_m21322251	AIFM3	495	671	277	1038
AIFM3_m21322256	AIFM3	598	1436	441	1869
AIFM3_p21322217	AIFM3	591	1164	426	1508
AIFM3_p21322241	AIFM3	411	952	229	359
AIFM3_p21327593	AIFM3	606	903	339	1311
AIFM3_p21327608	AIFM3	293	1166	255	1022
AIFM3_p21327615	AIFM3	691	1776	529	1041
AIFM3_p21327620	AIFM3	783	1357	466	1821
AIFM3_p21327632	AIFM3	1633	1650	848	2627
AIM2_m159038473	AIM2	582	952	470	1276
AIM2_m159043029	AIM2	616	1657	650	2942
AIM2_m159043231	AIM2	846	1382	473	2479
AIM2_m159043249	AIM2	744	2449	1204	2838
AIM2_m159043254	AIM2	789	2262	780	3616
AIM2_m159043273	AIM2	651	1352	506	1226
AIM2_p159038409	AIM2	647	1479	363	1471
AIM2_p159038433	AIM2	311	613	282	1292
AIM2_p159038439	AIM2	375	1163	518	1471
AIM2_p159043160	AIM2	1070	2154	708	2839
AIMP1_m107249252	AIMP1	485	978	376	1259
AIMP1_m107249322	AIMP1	66	121	50	177
AIMP1_p107246177	AIMP1	121	67	45	168
AIMP1_p107246187	AIMP1	732	1528	472	1105
AIMP1_p107246195	AIMP1	441	1623	531	1003
AIMP1_p107248680	AIMP1	1084	2507	706	2087
AIMP1_p107249260	AIMP1	297	851	362	1793
AIMP1_p107249309	AIMP1	474	660	345	1172
AIMP1_p107252880	AIMP1	0	842	46	27
AIMP1_p107252893	AIMP1	612	1158	638	3331
AIMP2_m6049078	AIMP2	332	1040	379	1222
AIMP2_m6049122	AIMP2	365	627	340	484
AIMP2_m6054790	AIMP2	625	1561	500	1193
AIMP2_m6054868	AIMP2	286	913	579	1601
AIMP2_m6054873	AIMP2	564	1124	280	980
AIMP2_m6054890	AIMP2	554	1014	482	1879
AIMP2_p6049089	AIMP2	1450	2526	862	2586
AIMP2_p6054842	AIMP2	401	971	460	593
AIMP2_p6054880	AIMP2	401	953	406	1071
AIMP2_p6054904	AIMP2	504	857	287	624
AIPL1_m6330313	AIPL1	138	688	241	684
AIPL1_m6330344	AIPL1	400	1062	603	763
AIPL1_m6338338	AIPL1	200	461	222	601
