ID	Target	Plasmid	8aB_rep1	8aB_rep2	8aB_rep3
DCSTAMP-1	DCSTAMP	485	0	0	114
DCSTAMP-2	DCSTAMP	657	0	199	0
DCSTAMP-3	DCSTAMP	554	0	0	1388
DCSTAMP-4	DCSTAMP	443	883	99	197
DCSTAMP-5	DCSTAMP	881	0	1	83
DCSTAMP-6	DCSTAMP	462	0	94	234
DCSTAMP-7	DCSTAMP	406	0	1	0
DCSTAMP-8	DCSTAMP	525	524	0	0
DCSTAMP-9	DCSTAMP	781	0	0	55
DCT-1	DCT	1272	0	716	656
DCT-2	DCT	990	0	0	1
DCT-3	DCT	1725	0	203	884
DCT-4	DCT	502	0	1	688
DCT-5	DCT	870	0	414	331
DCT-6	DCT	1540	0	1069	487
DCT-7	DCT	240	0	0	449
DDO-1	DDO	819	0	0	0
DDO-2	DDO	2065	28	115	324
DDO-3	DDO	499	0	0	238
DDO-4	DDO	708	243	0	532
DDO-5	DDO	0	0	0	0
DDO-6	DDO	201	0	0	0
DDO-7	DDO	1069	0	1026	0
DDOST-1	DDOST	304	0	179	0
DDOST-2	DDOST	1860	0	71	1407
DDOST-3	DDOST	1097	0	0	1
DDOST-4	DDOST	2834	1219	593	1139
DDOST-5	DDOST	988	0	455	269
DDOST-6	DDOST	1740	514	408	404
DDOST-7	DDOST	1003	0	73	4329
DDR1-1	DDR1	465	1	207	824
DDR1-10	DDR1	926	0	0	64
DDR1-11	DDR1	1296	0	0	726
DDR1-12	DDR1	638	0	0	0
DDR1-13	DDR1	507	0	0	1151
DDR1-14	DDR1	825	215	287	455
DDR1-15	DDR1	332	0	0	0
DDR1-16	DDR1	318	0	0	10
DDR1-17	DDR1	1136	0	1824	546
DDR1-18	DDR1	1623	0	106	1733
DDR1-19	DDR1	497	0	0	642
DDR1-2	DDR1	265	0	0	0
DDR1-20	DDR1	171	0	0	8
DDR1-3	DDR1	791	0	489	921
DDR1-4	DDR1	586	0	0	0
DDR1-5	DDR1	1161	0	0	0
DDR1-6	DDR1	246	0	0	0
DDR1-7	DDR1	90	0	251	2
DDR1-8	DDR1	1114	0	0	545
DDR1-9	DDR1	1243	0	420	235
DDR2-1	DDR2	837	0	0	151
DDR2-10	DDR2	645	680	0	0
DDR2-11	DDR2	664	0	0	389
DDR2-12	DDR2	645	0	0	232
DDR2-2	DDR2	1821	0	0	1508
DDR2-3	DDR2	1194	659	0	234
DDR2-4	DDR2	1579	2213	0	179
DDR2-5	DDR2	400	0	0	0
DDR2-6	DDR2	1781	192	152	158
DDR2-7	DDR2	827	0	0	1705
DDR2-8	DDR2	586	0	0	1
DDR2-9	DDR2	145	0	0	0
DDRGK1-1	DDRGK1	3465	0	45	725
DDRGK1-2	DDRGK1	328	0	0	365
DDRGK1-3	DDRGK1	764	0	0	0
DDRGK1-4	DDRGK1	1955	182	1	716
DDRGK1-5	DDRGK1	867	0	0	300
DDRGK1-6	DDRGK1	226	0	0	0
DDRGK1-7	DDRGK1	1078	0	55	1427
DEAF1-1	DEAF1	288	0	12	1
DEAF1-10	DEAF1	286	0	0	626
DEAF1-11	DEAF1	180	0	0	0
DEAF1-12	DEAF1	261	0	0	0
DEAF1-13	DEAF1	974	0	415	451
DEAF1-14	DEAF1	699	421	33	0
DEAF1-2	DEAF1	1869	0	0	1437
DEAF1-3	DEAF1	220	0	0	0
DEAF1-4	DEAF1	1844	0	396	427
DEAF1-5	DEAF1	45	0	0	0
DEAF1-6	DEAF1	911	0	0	0
DEAF1-7	DEAF1	1715	0	0	0
DEAF1-8	DEAF1	697	0	0	26
DEAF1-9	DEAF1	1030	0	107	0
DEFB103A-1	DEFB103A	695	0	0	232
DEFB103A-2	DEFB103A	844	0	0	394
DEFB103A-3	DEFB103A	358	0	0	0
DEFB103A-4	DEFB103A	36	0	0	0
DEFB103A-5	DEFB103A	1315	0	488	0
DEFB103A-6	DEFB103A	94	0	0	0
DEFB103A-7	DEFB103A	1129	0	0	0
DEFB103B-1	DEFB103B	446	0	0	7
DEFB103B-2	DEFB103B	1310	0	109	581
DEFB103B-3	DEFB103B	1187	0	0	4
DEFB103B-4	DEFB103B	595	228	169	0
DEFB103B-5	DEFB103B	133	0	0	0
DEFB103B-6	DEFB103B	964	625	338	647
DEFB103B-7	DEFB103B	495	0	104	0
DEFB105A-1	DEFB105A	436	0	0	0
DEFB105A-2	DEFB105A	1299	0	1	231
DEFB105A-3	DEFB105A	866	0	0	3
DEFB105A-4	DEFB105A	413	0	0	9
DEFB105A-5	DEFB105A	1324	0	795	547
DEFB105A-6	DEFB105A	576	0	0	16
DEFB105A-7	DEFB105A	882	0	87	3
DEFB105B-1	DEFB105B	152	0	0	0
DEFB105B-2	DEFB105B	719	0	0	0
DEFB107B-1	DEFB107B	332	0	0	0
DEFB107B-2	DEFB107B	650	0	0	1
DEFB107B-3	DEFB107B	1804	0	35	458
DEFB107B-4	DEFB107B	343	0	0	130
DEFB107B-5	DEFB107B	678	850	733	0
DEFB107B-6	DEFB107B	1658	637	0	378
DEFB107B-7	DEFB107B	421	0	0	425
DEFB114-1	DEFB114	52	0	347	212
DEFB114-2	DEFB114	268	0	0	0
DEFB114-3	DEFB114	969	0	0	320
DEFB114-4	DEFB114	739	0	181	16
DEFB114-5	DEFB114	516	549	0	0
DEFB115-1	DEFB115	308	0	0	0
DEFB115-2	DEFB115	295	0	291	0
DEFB115-3	DEFB115	0	0	0	0
DEFB115-4	DEFB115	609	0	0	276
DEFB115-5	DEFB115	0	0	0	0
DEFB115-6	DEFB115	617	0	0	536
DEFB115-7	DEFB115	3583	1	354	626
DEFB126-1	DEFB126	932	1	351	668
DEFB126-2	DEFB126	339	0	0	0
DEFB126-3	DEFB126	24	0	0	0
DEFB126-4	DEFB126	730	536	229	632
DEFB126-5	DEFB126	1016	1026	0	674
DEFB126-6	DEFB126	397	0	41	0
DEFB126-7	DEFB126	100	0	0	0
DEFB134-1	DEFB134	1719	0	395	6
DEFB134-2	DEFB134	313	0	0	0
DEFB134-3	DEFB134	1238	0	0	426
DEFB134-4	DEFB134	810	394	0	123
DEFB134-5	DEFB134	219	0	0	0
DEFB4A-1	DEFB4A	851	0	0	0
DEFB4A-2	DEFB4A	15	0	0	0
DEFB4A-3	DEFB4A	244	0	0	0
DEFB4A-4	DEFB4A	177	0	0	0
DEFB4A-5	DEFB4A	1788	2181	0	350
DEFB4A-6	DEFB4A	1465	0	1	675
DEFB4A-7	DEFB4A	171	1146	0	135
DEGS1-1	DEGS1	256	0	0	262
DEGS1-10	DEGS1	1305	0	114	4
DEGS1-11	DEGS1	110	0	0	0
DEGS1-12	DEGS1	317	0	0	0
DEGS1-13	DEGS1	628	0	0	0
DEGS1-14	DEGS1	342	0	255	0
DEGS1-2	DEGS1	263	0	0	0
DEGS1-3	DEGS1	1785	0	588	0
DEGS1-4	DEGS1	216	0	0	0
DEGS1-5	DEGS1	1399	0	200	278
DEGS1-6	DEGS1	1368	942	0	262
DEGS1-7	DEGS1	464	988	0	0
DEGS1-8	DEGS1	234	0	0	272
DEGS1-9	DEGS1	1359	0	0	525
DEGS2-1	DEGS2	211	658	0	0
DEGS2-2	DEGS2	66	0	462	0
DEGS2-3	DEGS2	116	0	0	0
DEGS2-4	DEGS2	1086	0	330	8
DEGS2-5	DEGS2	1403	0	0	0
DEGS2-6	DEGS2	0	0	0	0
DEGS2-7	DEGS2	1359	0	0	1185
DEGS2-8	DEGS2	738	0	0	0
DEGS2-9	DEGS2	51	0	0	0
DENND1A-1	DENND1A	443	1660	1	0
DENND1A-10	DENND1A	619	0	0	1458
DENND1A-11	DENND1A	412	0	0	0
DENND1A-12	DENND1A	1066	0	0	413
DENND1A-13	DENND1A	1488	0	0	862
DENND1A-14	DENND1A	227	0	0	0
DENND1A-15	DENND1A	838	631	102	9
DENND1A-16	DENND1A	826	0	1	20
DENND1A-2	DENND1A	0	0	0	0
DENND1A-3	DENND1A	1132	561	489	885
DENND1A-4	DENND1A	634	0	439	0
DENND1A-5	DENND1A	594	158	0	650
DENND1A-6	DENND1A	721	0	0	12
DENND1A-7	DENND1A	292	0	0	0
DENND1A-8	DENND1A	1565	0	198	0
DENND1A-9	DENND1A	508	531	0	0
DENND1B-1	DENND1B	883	0	0	254
DENND1B-10	DENND1B	261	0	74	0
DENND1B-11	DENND1B	673	2579	0	0
DENND1B-12	DENND1B	25	0	0	0
DENND1B-13	DENND1B	888	0	0	0
DENND1B-14	DENND1B	0	0	0	0
DENND1B-2	DENND1B	1339	220	229	277
DENND1B-3	DENND1B	360	0	0	0
DENND1B-4	DENND1B	339	0	0	0
DENND1B-5	DENND1B	347	0	0	0
DENND1B-6	DENND1B	1295	0	0	16
DENND1B-7	DENND1B	374	0	0	0
DENND1B-8	DENND1B	65	0	0	7
DENND1B-9	DENND1B	1086	0	323	366
DENND3-1	DENND3	374	0	0	0
DENND3-10	DENND3	628	0	112	240
DENND3-11	DENND3	446	0	0	0
DENND3-12	DENND3	994	0	87	507
DENND3-2	DENND3	758	0	54	327
DENND3-3	DENND3	1997	1739	1182	1654
DENND3-4	DENND3	940	0	28	407
DENND3-5	DENND3	897	0	95	3
DENND3-6	DENND3	93	0	0	0
DENND3-7	DENND3	532	0	0	661
DENND3-8	DENND3	428	0	373	0
DENND3-9	DENND3	415	0	0	0
DENND4B-1	DENND4B	819	0	68	0
DENND4B-10	DENND4B	215	0	0	0
DENND4B-11	DENND4B	153	0	0	0
DENND4B-12	DENND4B	832	1828	53	227
DENND4B-13	DENND4B	881	1	642	429
DENND4B-2	DENND4B	66	0	0	0
DENND4B-3	DENND4B	295	1274	0	0
DENND4B-4	DENND4B	2138	0	34	1647
DENND4B-5	DENND4B	528	0	0	143
DENND4B-6	DENND4B	325	0	0	358
DENND4B-7	DENND4B	844	0	0	1
DENND4B-8	DENND4B	123	0	0	0
DENND4B-9	DENND4B	0	0	0	0
DENND4C-1	DENND4C	1216	0	0	0
DENND4C-10	DENND4C	866	0	0	374
DENND4C-11	DENND4C	1046	781	185	0
DENND4C-12	DENND4C	444	0	0	0
DENND4C-2	DENND4C	1210	0	98	28
DENND4C-3	DENND4C	624	0	73	213
DENND4C-4	DENND4C	1017	0	0	3
DENND4C-5	DENND4C	1686	0	71	127
DENND4C-6	DENND4C	307	0	0	0
DENND4C-7	DENND4C	38	0	0	0
DENND4C-8	DENND4C	772	0	0	220
DENND4C-9	DENND4C	1510	55	0	54
DENND5A-1	DENND5A	551	0	0	0
DENND5A-10	DENND5A	138	0	0	0
DENND5A-11	DENND5A	257	0	190	4
DENND5A-12	DENND5A	1731	0	0	605
DENND5A-2	DENND5A	658	0	0	1
DENND5A-3	DENND5A	1015	740	872	2
DENND5A-4	DENND5A	359	0	0	335
DENND5A-5	DENND5A	882	0	0	877
DENND5A-6	DENND5A	895	0	0	0
DENND5A-7	DENND5A	0	0	0	0
DENND5A-8	DENND5A	356	0	0	0
DENND5A-9	DENND5A	235	0	0	0
DENND5B-1	DENND5B	401	0	420	0
DENND5B-2	DENND5B	8	0	0	0
DENND5B-3	DENND5B	316	0	0	0
DENND5B-4	DENND5B	277	0	0	0
DENND5B-5	DENND5B	581	634	186	6
DENND5B-6	DENND5B	1014	282	354	580
DERL1-1	DERL1	332	0	0	0
DERL1-10	DERL1	1511	3155	110	5
DERL1-11	DERL1	382	564	0	19
DERL1-12	DERL1	0	0	0	0
DERL1-13	DERL1	642	0	0	0
DERL1-2	DERL1	520	0	705	0
DERL1-3	DERL1	360	0	660	0
DERL1-4	DERL1	397	0	0	0
DERL1-5	DERL1	603	0	0	0
DERL1-6	DERL1	63	0	0	1
DERL1-7	DERL1	132	0	0	0
DERL1-8	DERL1	529	0	0	0
DERL1-9	DERL1	1197	0	89	5
DERL2-1	DERL2	466	0	0	168
DERL2-10	DERL2	204	0	0	0
DERL2-11	DERL2	92	0	0	0
DERL2-12	DERL2	693	0	1055	0
DERL2-13	DERL2	1318	0	47	200
DERL2-14	DERL2	195	0	0	0
DERL2-15	DERL2	1548	0	386	210
DERL2-2	DERL2	961	0	0	0
DERL2-3	DERL2	301	0	0	1
DERL2-4	DERL2	842	893	354	10
DERL2-5	DERL2	672	1421	0	695
DERL2-6	DERL2	1149	0	370	0
DERL2-7	DERL2	240	0	0	636
DERL2-8	DERL2	277	0	0	0
DERL2-9	DERL2	0	0	0	0
DERL3-1	DERL3	0	0	0	0
DERL3-10	DERL3	328	0	0	0
DERL3-11	DERL3	2141	211	0	458
DERL3-12	DERL3	585	0	0	155
DERL3-13	DERL3	147	0	378	0
DERL3-2	DERL3	1201	497	0	129
DERL3-3	DERL3	484	0	0	317
DERL3-4	DERL3	301	0	334	0
DERL3-5	DERL3	960	0	0	0
DERL3-6	DERL3	1234	0	0	0
DERL3-7	DERL3	431	0	777	0
DERL3-8	DERL3	757	0	0	707
DERL3-9	DERL3	91	0	0	0
DEXI-1	DEXI	514	0	0	0
DEXI-10	DEXI	808	1888	0	1
DEXI-11	DEXI	247	0	0	1
DEXI-12	DEXI	287	0	0	0
DEXI-2	DEXI	932	0	0	804
DEXI-3	DEXI	1006	0	0	229
DEXI-4	DEXI	465	0	168	4
DEXI-5	DEXI	830	0	0	918
DEXI-6	DEXI	855	454	0	0
DEXI-7	DEXI	194	0	251	0
DEXI-8	DEXI	662	0	0	342
DEXI-9	DEXI	652	0	255	230
DFNB31-1	DFNB31	50	0	0	0
DFNB31-10	DFNB31	383	0	0	0
DFNB31-11	DFNB31	209	0	52	0
DFNB31-12	DFNB31	457	0	0	170
DFNB31-13	DFNB31	1323	0	0	627
DFNB31-14	DFNB31	1600	0	0	0
DFNB31-15	DFNB31	583	0	0	226
DFNB31-16	DFNB31	799	0	563	26
DFNB31-2	DFNB31	109	0	457	0
DFNB31-3	DFNB31	13	0	0	0
DFNB31-4	DFNB31	494	0	0	0
DFNB31-5	DFNB31	945	565	0	3
DFNB31-6	DFNB31	115	0	0	0
DFNB31-7	DFNB31	275	0	0	0
DFNB31-8	DFNB31	80	0	0	0
DFNB31-9	DFNB31	666	0	0	188
DGAT1-1	DGAT1	357	0	0	229
DGAT1-10	DGAT1	64	0	0	0
DGAT1-11	DGAT1	439	0	0	0
DGAT1-12	DGAT1	347	0	0	0
DGAT1-13	DGAT1	1519	970	321	851
DGAT1-14	DGAT1	773	0	0	50
DGAT1-2	DGAT1	833	0	155	0
DGAT1-3	DGAT1	549	0	268	0
DGAT1-4	DGAT1	1105	307	0	1045
DGAT1-5	DGAT1	1787	0	491	533
DGAT1-6	DGAT1	972	0	0	0
DGAT1-7	DGAT1	163	0	0	0
DGAT1-8	DGAT1	124	0	0	0
DGAT1-9	DGAT1	432	0	0	0
DGAT2-1	DGAT2	730	0	0	0
DGAT2-10	DGAT2	73	0	0	0
DGAT2-11	DGAT2	358	0	0	0
DGAT2-12	DGAT2	980	0	464	0
DGAT2-13	DGAT2	133	0	0	0
DGAT2-14	DGAT2	499	349	0	329
DGAT2-2	DGAT2	1313	1702	215	538
DGAT2-3	DGAT2	673	0	0	0
DGAT2-4	DGAT2	0	0	0	0
DGAT2-5	DGAT2	85	0	0	0
DGAT2-6	DGAT2	599	0	0	377
DGAT2-7	DGAT2	423	0	159	248
DGAT2-8	DGAT2	865	0	0	640
DGAT2-9	DGAT2	230	0	0	30
DGAT2L6-1	DGAT2L6	295	0	0	0
DGAT2L6-2	DGAT2L6	1300	215	344	1521
DGAT2L6-3	DGAT2L6	1252	1479	464	5
DGAT2L6-4	DGAT2L6	762	0	0	0
DGAT2L6-5	DGAT2L6	1221	0	286	477
DGAT2L6-6	DGAT2L6	584	0	23	0
DGAT2L6-7	DGAT2L6	553	0	0	0
DGCR2-1	DGCR2	918	0	223	241
DGCR2-10	DGCR2	602	1	0	0
DGCR2-11	DGCR2	560	0	0	0
DGCR2-12	DGCR2	268	0	0	473
DGCR2-13	DGCR2	1449	0	0	1
DGCR2-14	DGCR2	249	0	0	0
DGCR2-2	DGCR2	1065	0	715	0
DGCR2-3	DGCR2	316	0	0	0
DGCR2-4	DGCR2	1527	0	465	1165
DGCR2-5	DGCR2	861	0	38	384
DGCR2-6	DGCR2	883	0	0	0
DGCR2-7	DGCR2	761	0	428	107
DGCR2-8	DGCR2	724	729	0	275
DGCR2-9	DGCR2	1337	0	482	0
DGKE-1	DGKE	319	0	0	0
DGKE-2	DGKE	88	0	0	0
DGKE-3	DGKE	209	0	0	0
DGKE-4	DGKE	1624	0	0	348
DGKE-5	DGKE	551	0	0	0
DGKE-6	DGKE	630	270	101	178
DGKE-7	DGKE	344	0	0	0
DGKE-8	DGKE	792	0	0	1121
DGKE-9	DGKE	10	0	0	0
DHCR24-1	DHCR24	1254	1442	152	211
DHCR24-10	DHCR24	664	0	0	320
DHCR24-11	DHCR24	1101	988	911	345
DHCR24-12	DHCR24	1981	0	336	5
DHCR24-2	DHCR24	176	249	0	666
DHCR24-3	DHCR24	146	0	0	0
DHCR24-4	DHCR24	709	0	0	0
DHCR24-5	DHCR24	857	527	460	0
DHCR24-6	DHCR24	998	0	66	571
DHCR24-7	DHCR24	785	105	0	0
DHCR24-8	DHCR24	1031	0	0	645
DHCR24-9	DHCR24	0	0	0	0
DHCR7-1	DHCR7	1282	0	345	18
DHCR7-10	DHCR7	799	1293	0	369
DHCR7-11	DHCR7	622	0	690	0
DHCR7-12	DHCR7	1000	0	0	0
DHCR7-13	DHCR7	541	0	0	1
DHCR7-14	DHCR7	1689	3031	0	620
DHCR7-2	DHCR7	954	1916	1179	0
DHCR7-3	DHCR7	509	0	236	9
DHCR7-4	DHCR7	1363	0	315	0
DHCR7-5	DHCR7	1080	0	0	3
DHCR7-6	DHCR7	698	0	36	252
DHCR7-7	DHCR7	987	0	0	698
DHCR7-8	DHCR7	820	0	0	0
DHCR7-9	DHCR7	3273	509	375	1298
DHODH-1	DHODH	455	0	0	0
DHODH-2	DHODH	1140	0	0	125
DHODH-3	DHODH	1074	0	295	424
DHODH-4	DHODH	586	0	0	274
DHODH-5	DHODH	405	0	0	0
DHODH-6	DHODH	113	0	370	0
DHODH-7	DHODH	380	0	0	0
DHODH-8	DHODH	1690	438	415	819
DHRS11-1	DHRS11	590	1	29	0
DHRS11-2	DHRS11	652	703	303	103
DHRS11-3	DHRS11	684	63	63	0
DHRS11-4	DHRS11	466	0	0	0
DHRS11-5	DHRS11	1631	0	162	799
DHRS11-6	DHRS11	1247	0	0	688
DHRS11-7	DHRS11	441	0	80	680
DHRS3-1	DHRS3	591	1583	0	102
DHRS3-10	DHRS3	796	0	0	956
DHRS3-11	DHRS3	787	924	0	209
DHRS3-12	DHRS3	154	0	0	0
DHRS3-13	DHRS3	1003	0	0	0
DHRS3-14	DHRS3	1053	724	0	19
DHRS3-2	DHRS3	264	0	0	0
DHRS3-3	DHRS3	391	0	338	272
DHRS3-4	DHRS3	57	0	0	6
DHRS3-5	DHRS3	106	0	613	0
DHRS3-6	DHRS3	868	0	0	255
DHRS3-7	DHRS3	2616	0	864	901
DHRS3-8	DHRS3	556	0	0	254
DHRS3-9	DHRS3	1354	0	0	0
DHRS7-1	DHRS7	1380	1084	291	0
DHRS7-10	DHRS7	1184	0	161	0
DHRS7-11	DHRS7	654	570	0	682
DHRS7-12	DHRS7	557	409	0	3
DHRS7-2	DHRS7	792	0	0	0
DHRS7-3	DHRS7	1493	2	596	131
DHRS7-4	DHRS7	463	0	0	398
DHRS7-5	DHRS7	683	817	0	489
DHRS7-6	DHRS7	613	0	17	5
DHRS7-7	DHRS7	1403	0	116	1
DHRS7-8	DHRS7	1351	0	0	409
DHRS7-9	DHRS7	1288	1003	74	426
DHRS7B-1	DHRS7B	788	529	1	0
DHRS7B-10	DHRS7B	1427	0	0	0
DHRS7B-11	DHRS7B	602	0	0	636
DHRS7B-12	DHRS7B	1255	252	0	174
DHRS7B-13	DHRS7B	803	0	0	1414
DHRS7B-2	DHRS7B	824	0	0	659
DHRS7B-3	DHRS7B	1935	1	1	27
DHRS7B-4	DHRS7B	544	384	433	0
DHRS7B-5	DHRS7B	582	0	0	0
DHRS7B-6	DHRS7B	0	0	0	0
DHRS7B-7	DHRS7B	717	0	103	19
DHRS7B-8	DHRS7B	2317	7	0	976
DHRS7B-9	DHRS7B	286	0	127	1
DHRS7C-1	DHRS7C	964	0	0	524
DHRS7C-2	DHRS7C	574	509	0	0
DHRS7C-3	DHRS7C	1052	610	0	373
DHRS7C-4	DHRS7C	1161	0	0	33
DHRS7C-5	DHRS7C	424	0	0	0
DHRS7C-6	DHRS7C	658	0	230	545
DHRS7C-7	DHRS7C	110	0	0	0
DHRS9-1	DHRS9	1493	0	812	298
DHRS9-2	DHRS9	615	582	0	0
DHRS9-3	DHRS9	1336	0	0	621
DHRS9-4	DHRS9	2289	0	153	487
DHRS9-5	DHRS9	615	0	0	0
DHRS9-6	DHRS9	45	0	0	0
DHRS9-7	DHRS9	898	0	110	223
DHX36-1	DHX36	1428	0	271	8
DHX36-10	DHX36	1101	0	146	1000
DHX36-11	DHX36	1043	0	0	0
DHX36-2	DHX36	1068	0	0	567
DHX36-3	DHX36	1240	0	435	588
DHX36-4	DHX36	1726	372	0	1167
DHX36-5	DHX36	559	0	0	924
DHX36-6	DHX36	97	0	0	0
DHX36-7	DHX36	1395	238	0	197
DHX36-8	DHX36	440	0	104	0
DHX36-9	DHX36	579	1	0	114
DIABLO-1	DIABLO	696	0	0	1030
DIABLO-10	DIABLO	0	0	0	0
DIABLO-11	DIABLO	444	0	0	0
DIABLO-12	DIABLO	51	0	0	0
DIABLO-13	DIABLO	1269	1	0	4
DIABLO-14	DIABLO	136	0	0	0
DIABLO-15	DIABLO	2486	1990	292	842
DIABLO-2	DIABLO	1071	0	0	0
DIABLO-3	DIABLO	334	0	0	0
DIABLO-4	DIABLO	359	0	146	0
DIABLO-5	DIABLO	391	0	0	198
DIABLO-6	DIABLO	1324	0	0	8
DIABLO-7	DIABLO	1174	0	83	0
DIABLO-8	DIABLO	2024	0	0	1190
DIABLO-9	DIABLO	927	0	722	572
DIO1-1	DIO1	0	0	0	0
DIO1-2	DIO1	0	0	0	0
DIO1-3	DIO1	3092	1037	322	277
DIO1-4	DIO1	1038	0	1187	6
DIO1-5	DIO1	309	0	0	15
DIO1-6	DIO1	168	0	0	0
DIO1-7	DIO1	456	0	0	0
DIO2-1	DIO2	459	0	0	5
DIO2-2	DIO2	1270	1256	0	1
DIO2-3	DIO2	374	0	0	3
DIO2-4	DIO2	444	825	0	171
DIO2-5	DIO2	786	0	0	610
DIO2-6	DIO2	326	0	0	455
DIO2-7	DIO2	376	0	0	0
DIO2-8	DIO2	437	0	0	0
DIO3-1	DIO3	1201	1138	1243	454
DIO3-2	DIO3	2418	0	0	259
DIO3-3	DIO3	625	0	0	1
DIO3-4	DIO3	802	0	353	13
DIO3-5	DIO3	599	0	0	0
DIO3-6	DIO3	968	0	0	191
DIO3-7	DIO3	629	0	325	0
DIP2A-1	DIP2A	2204	627	482	385
DIP2A-2	DIP2A	437	440	0	9
DIP2A-3	DIP2A	1527	2038	538	797
DIP2A-4	DIP2A	2025	0	114	0
DIP2A-5	DIP2A	834	0	92	741
DIP2A-6	DIP2A	364	0	0	0
DIP2A-7	DIP2A	526	0	0	300
DIP2C-1	DIP2C	371	0	0	326
DIP2C-2	DIP2C	894	706	389	737
DIP2C-3	DIP2C	0	0	0	0
DIP2C-4	DIP2C	1031	525	91	19
DIP2C-5	DIP2C	714	0	0	0
DIP2C-6	DIP2C	804	0	0	768
DIP2C-7	DIP2C	2356	1	422	951
DIRC2-1	DIRC2	457	0	0	0
DIRC2-10	DIRC2	968	0	0	0
DIRC2-11	DIRC2	762	268	0	290
DIRC2-2	DIRC2	489	0	0	165
DIRC2-3	DIRC2	455	356	59	4
DIRC2-4	DIRC2	2394	445	539	581
DIRC2-5	DIRC2	362	0	0	247
DIRC2-6	DIRC2	292	0	0	0
DIRC2-7	DIRC2	837	425	0	0
DIRC2-8	DIRC2	2976	0	779	1144
DIRC2-9	DIRC2	869	853	0	565
DISP1-1	DISP1	800	0	0	0
DISP1-10	DISP1	61	0	0	0
DISP1-11	DISP1	961	1	406	0
DISP1-12	DISP1	385	0	0	0
DISP1-13	DISP1	749	0	0	218
DISP1-14	DISP1	938	0	0	673
DISP1-2	DISP1	922	0	876	0
DISP1-3	DISP1	279	0	0	0
DISP1-4	DISP1	879	832	78	536
DISP1-5	DISP1	1167	0	0	389
DISP1-6	DISP1	328	0	0	0
DISP1-7	DISP1	828	0	107	22
DISP1-8	DISP1	458	0	0	1
DISP1-9	DISP1	641	0	531	0
DISP2-1	DISP2	124	0	0	0
DISP2-2	DISP2	0	0	0	0
DISP2-3	DISP2	1662	0	428	165
DISP2-4	DISP2	954	0	0	4
DISP2-5	DISP2	1632	0	318	807
DISP2-6	DISP2	431	0	0	1
DISP2-7	DISP2	1547	1150	83	0
DKFZP761J1410-1	DKFZP761J1410	59	0	0	280
DKFZP761J1410-2	DKFZP761J1410	733	0	605	358
DKFZP761J1410-3	DKFZP761J1410	553	0	226	396
DKFZP761J1410-4	DKFZP761J1410	664	0	0	1
DKFZP761J1410-5	DKFZP761J1410	968	0	494	2
DKFZP761J1410-6	DKFZP761J1410	427	0	0	0
DKFZP761J1410-7	DKFZP761J1410	102	0	0	0
DKK3-1	DKK3	1605	0	0	1638
DKK3-10	DKK3	395	0	0	0
DKK3-11	DKK3	224	0	0	0
DKK3-12	DKK3	963	234	31	0
DKK3-13	DKK3	1375	702	0	204
DKK3-14	DKK3	247	0	0	0
DKK3-2	DKK3	803	193	0	232
DKK3-3	DKK3	1180	0	94	279
DKK3-4	DKK3	338	0	0	679
DKK3-5	DKK3	1303	0	340	1173
DKK3-6	DKK3	0	0	0	0
DKK3-7	DKK3	1373	0	259	608
DKK3-8	DKK3	1053	0	0	463
DKK3-9	DKK3	1190	0	298	38
DKKL1-1	DKKL1	238	0	0	5
DKKL1-10	DKKL1	1167	0	49	0
DKKL1-11	DKKL1	860	0	129	257
DKKL1-12	DKKL1	0	0	0	0
DKKL1-13	DKKL1	1799	0	0	896
DKKL1-14	DKKL1	915	1	0	10
DKKL1-2	DKKL1	608	0	155	16
DKKL1-3	DKKL1	1130	0	1	0
DKKL1-4	DKKL1	139	0	0	0
DKKL1-5	DKKL1	657	1	0	7
DKKL1-6	DKKL1	23	0	0	0
DKKL1-7	DKKL1	3042	0	297	1948
DKKL1-8	DKKL1	709	1079	349	1
DKKL1-9	DKKL1	400	0	171	0
DLG4-1	DLG4	534	195	0	0
DLG4-10	DLG4	304	0	0	0
DLG4-11	DLG4	1653	1124	0	796
DLG4-12	DLG4	1042	0	0	265
DLG4-2	DLG4	2027	0	353	768
DLG4-3	DLG4	1139	117	591	325
DLG4-4	DLG4	1097	2135	363	493
DLG4-5	DLG4	1652	1306	707	927
DLG4-6	DLG4	704	0	0	15
DLG4-7	DLG4	831	0	435	2
DLG4-8	DLG4	1068	0	18	31
DLG4-9	DLG4	0	0	0	0
DLK1-1	DLK1	335	0	0	0
DLK1-10	DLK1	597	0	0	316
DLK1-11	DLK1	325	0	0	0
DLK1-12	DLK1	825	0	535	0
DLK1-2	DLK1	1090	0	0	1066
DLK1-3	DLK1	396	1	1	20
DLK1-4	DLK1	132	0	0	0
DLK1-5	DLK1	645	0	0	1
DLK1-6	DLK1	1381	0	139	0
DLK1-7	DLK1	1424	1	0	0
DLK1-8	DLK1	361	0	0	0
DLK1-9	DLK1	1562	0	0	1196
DLK2-1	DLK2	1164	0	51	0
DLK2-2	DLK2	1802	664	16	0
DLK2-3	DLK2	152	0	0	0
DLK2-4	DLK2	1225	934	208	835
DLK2-5	DLK2	103	0	0	0
DLK2-6	DLK2	854	0	0	0
DLK2-7	DLK2	835	0	0	0
DLL1-1	DLL1	1366	298	0	644
