guide	plasmid	cas9T14Rep1	cas9T14Rep2	gene
ACAD9_3_c_128598567.24-all	170	61	428	ACAD9
ACAD9_3_c_128598573.28-all	355	223	398	ACAD9
ACAD9_3_w_128598554.23-all	261	138	724	ACAD9
ACAD9_3_w_128598580.28-all	195	110	222	ACAD9
ACADL_2_c_211089961.28-all	526	274	437	ACADL
ACADL_2_c_211089969.25-all	779	415	560	ACADL
ACADL_2_c_211089975.26-all	457	242	538	ACADL
ACADL_2_c_211089982.27-all	391	232	482	ACADL
ACADM_1_c_76190501.27-all	434	200	506	ACADM
ACADM_1_c_76194155.23-all	226	119	187	ACADM
ACADM_1_w_76198334.25-all	608	293	482	ACADM
ACADM_1_w_76198376.25-all	647	248	412	ACADM
ACADSB_10_c_124768576.26-all	968	413	661	ACADSB
ACADSB_10_c_124768583.27-all	627	273	469	ACADSB
ACADSB_10_w_124768553.25-all	1020	476	739	ACADSB
ACADSB_10_w_124793916.26-all	738	430	593	ACADSB
ACADS_12_c_121163718.28-all	540	279	407	ACADS
ACADS_12_c_121163719.26-all	1046	494	810	ACADS
ACADS_12_w_121163695.28-all	271	163	515	ACADS
ACADS_12_w_121164836.26-all	451	235	508	ACADS
ACADVL_17_c_7123473.28-all	90	53	83	ACADVL
ACADVL_17_c_7123478.27-all	323	148	279	ACADVL
ACADVL_17_w_7123458.28-all	316	145	220	ACADVL
ACADVL_17_w_7123474.27-all	471	245	349	ACADVL
ACAN_15_w_89379441.27-all	631	331	622	ACAN
ACAN_15_w_89381894.28-all	598	334	564	ACAN
ACAN_15_w_89381921.28-all	1088	665	1070	ACAN
ACAN_15_w_89381922.27-all	573	340	627	ACAN
ACAP1_17_c_7240077.23-all	992	583	790	ACAP1
ACAP1_17_c_7240089.26-all	749	344	698	ACAP1
ACAP1_17_w_7240632.23-all	838	414	879	ACAP1
ACAP1_17_w_7240653.24-all	1230	605	937	ACAP1
ACAP2_3_c_195102710.26-all	568	398	514	ACAP2
ACAP2_3_w_195112835.28-all	965	502	754	ACAP2
ACAP2_3_w_195112844.28-all	624	282	531	ACAP2
ACAP2_3_w_195163551.23-all	875	491	910	ACAP2
ACAP3_1_c_1239517.23-all	565	233	826	ACAP3
ACAP3_1_c_1243190.23-all	592	264	655	ACAP3
ACAP3_1_w_1239479.23-all	831	337	678	ACAP3
ACAP3_1_w_1239497.25-all	679	344	577	ACAP3
ACAT1_11_c_107992364.26-all	704	286	609	ACAT1
ACAT1_11_c_107992392.27-all	339	157	476	ACAT1
ACAT1_11_c_107992395.26-all	286	100	421	ACAT1
ACAT1_11_c_107992399.24-all	465	235	297	ACAT1
ACAT2_6_c_160183155.28-all	850	398	665	ACAT2
ACAT2_6_c_160183158.25-all	933	443	658	ACAT2
ACAT2_6_c_160183163.24-all	550	224	480	ACAT2
ACAT2_6_w_160183137.25-all	367	135	450	ACAT2
ACBD3_1_c_226374315.26-all	315	212	389	ACBD3
ACBD3_1_c_226374316.27-all	625	365	757	ACBD3
ACBD3_1_c_226374338.24-all	413	239	584	ACBD3
ACBD3_1_w_226374342.26-all	303	132	451	ACBD3
ACBD4_17_w_43213518.26-all	259	139	424	ACBD4
ACBD4_17_w_43213531.28-all	996	484	852	ACBD4
ACBD4_17_w_43213532.27-all	595	295	451	ACBD4
ACBD4_17_w_43213538.26-all	783	345	585	ACBD4
ACBD5_10_c_27529306.28-all	646	231	436	ACBD5
ACBD5_10_w_27529290.28-all	684	383	581	ACBD5
ACBD5_10_w_27529316.28-all	627	340	702	ACBD5
ACBD5_10_w_27529319.25-all	404	209	452	ACBD5
ACBD6_1_c_180471381.26-all	339	158	386	ACBD6
ACBD6_1_c_180471382.27-all	569	325	843	ACBD6
ACBD6_1_c_180471386.25-all	160	89	271	ACBD6
ACBD6_1_w_180471374.25-all	702	299	451	ACBD6
ACBD7_10_c_15120746.24-all	684	354	658	ACBD7
ACBD7_10_w_15120702.24-all	752	367	687	ACBD7
ACBD7_10_w_15120935.26-all	575	338	488	ACBD7
ACBD7_10_w_15120959.26.pass30-all	514	291	399	ACBD7
ACCSL_11_w_44069610.27-all	244	131	259	ACCSL
ACCSL_11_w_44069616.27-all	683	285	860	ACCSL
ACCSL_11_w_44069617.26-all	304	125	352	ACCSL
ACCSL_11_w_44069636.25-all	589	228	333	ACCSL
ACCS_11_c_44089206.28-all	770	434	709	ACCS
ACCS_11_w_44089184.25-all	819	483	621	ACCS
ACCS_11_w_44089185.26-all	765	385	641	ACCS
ACCS_11_w_44089189.27-all	502	224	447	ACCS
ACD_16_c_67694355.25-all	326	174	437	ACD
ACD_16_c_67694377.26-all	277	130	246	ACD
ACD_16_w_67694336.28-all	829	459	1227	ACD
ACD_16_w_67694337.25-all	451	254	627	ACD
ACE2_X_c_15618978.25-all	1183	562	936	ACE2
ACE2_X_c_15619004.28-all	826	464	762	ACE2
ACE2_X_c_15619013.24-all	732	358	662	ACE2
ACE2_X_w_15618967.28-all	1454	631	796	ACE2
ACER1_19_c_6333533.26-all	619	342	476	ACER1
ACER1_19_c_6333545.23-all	617	295	724	ACER1
ACER1_19_c_6333558.26-all	400	259	523	ACER1
ACER1_19_w_6333528.27-all	364	172	401	ACER1
ACER2_9_c_19423964.27-all	630	331	489	ACER2
ACER2_9_c_19424797.27-all	1030	558	825	ACER2
ACER2_9_w_19409163.26-all	585	244	624	ACER2
ACER2_9_w_19424790.27-all	309	181	479	ACER2
ACER3_11_c_76572044.23-all	554	291	594	ACER3
ACER3_11_w_76572026.24-all	394	158	346	ACER3
ACER3_11_w_76572030.28-all	195	105	257	ACER3
ACER3_11_w_76572037.27-all	417	224	466	ACER3
ACE_17_c_61562634.28-all	832	416	615	ACE
ACE_17_c_61562637.26-all	638	355	817	ACE
ACE_17_w_61562597.28-all	934	447	665	ACE
ACE_17_w_61562620.26-all	714	318	416	ACE
ACHE_7_c_100491843.28-all	409	210	336	ACHE
ACHE_7_c_100491844.27-all	998	497	783	ACHE
ACHE_7_c_100491845.28-all	1474	699	1166	ACHE
ACHE_7_c_100491846.25-all	775	375	759	ACHE
ACIN1_14_c_23538761.27-all	578	288	612	ACIN1
ACIN1_14_c_23538767.28-all	401	173	648	ACIN1
ACIN1_14_c_23538782.27-all	584	302	511	ACIN1
ACIN1_14_c_23538805.25-all	822	410	682	ACIN1
ACKR2_3_w_42905998.28-all	1297	666	1003	ACKR2
ACKR2_3_w_42906001.26-all	498	238	421	ACKR2
ACKR2_3_w_42906012.26-all	699	331	624	ACKR2
ACKR2_3_w_42906018.26-all	816	388	500	ACKR2
ACKR3_2_c_237489142.27-all	996	408	697	ACKR3
ACKR3_2_c_237489143.28-all	1651	799	1430	ACKR3
ACKR3_2_c_237489153.28-all	673	358	621	ACKR3
ACKR3_2_w_237489138.28-all	558	255	391	ACKR3
ACKR4_3_c_132319915.27.pass20-all	798	304	476	ACKR4
ACKR4_3_w_132319369.28.pass1-all	1504	777	1199	ACKR4
ACKR4_3_w_132319372.25.pass1-all	738	396	564	ACKR4
ACKR4_3_w_132319381.26.pass11-all	282	133	155	ACKR4
ACLY_17_c_40070084.22-all	140	67	491	ACLY
ACLY_17_c_40070118.26-all	949	453	816	ACLY
ACLY_17_w_40070094.27-all	1095	504	1227	ACLY
ACLY_17_w_40070095.25-all	593	294	609	ACLY
ACMSD_2_c_135616855.25-all	750	417	593	ACMSD
ACMSD_2_c_135616856.26-all	1680	921	1348	ACMSD
ACMSD_2_c_135616872.26-all	626	285	634	ACMSD
ACMSD_2_c_135616889.23-all	1014	489	948	ACMSD
ACN9_7_w_96747094.28-all	314	141	215	ACN9
ACN9_7_w_96747104.24-all	313	137	498	ACN9
ACN9_7_w_96747105.27-all	1111	581	1024	ACN9
ACN9_7_w_96747106.25-all	770	407	623	ACN9
ACO1_9_w_32405512.24-all	1185	529	1484	ACO1
ACO1_9_w_32405513.23-all	794	347	776	ACO1
ACO1_9_w_32405524.26-all	654	344	599	ACO1
ACO1_9_w_32405543.24-all	688	221	629	ACO1
ACO2_22_c_41865179.27-all	287	111	510	ACO2
ACO2_22_c_41903819.23-all	218	104	748	ACO2
ACO2_22_c_41903835.27-all	539	296	541	ACO2
ACO2_22_w_41903853.28-all	726	415	536	ACO2
ACOT11_1_c_55014014.25-all	619	289	681	ACOT11
ACOT11_1_w_55050334.25-all	297	139	433	ACOT11
ACOT11_1_w_55050346.26-all	299	158	416	ACOT11
ACOT11_1_w_55050350.26-all	706	348	678	ACOT11
ACOT12_5_c_80689916.26-all	902	410	606	ACOT12
ACOT12_5_c_80689917.27-all	1662	791	1062	ACOT12
ACOT12_5_c_80689923.28-all	868	443	501	ACOT12
ACOT12_5_w_80689905.26-all	248	120	461	ACOT12
ACOT13_6_c_24698186.26-all	731	404	542	ACOT13
ACOT13_6_c_24698201.23-all	459	235	694	ACOT13
ACOT13_6_w_24698174.26-all	596	191	452	ACOT13
ACOT13_6_w_24698210.25-all	350	179	312	ACOT13
ACOT1_14_c_74004297.26.pass20-all	578	234	538	ACOT1
ACOT1_14_w_74004285.23.pass20-all	1283	665	935	ACOT1
ACOT1_14_w_74004292.23.pass20-all	708	289	479	ACOT1
ACOT1_14_w_74004487.26-all	443	204	406	ACOT1
ACOT2_14_c_74036007.28-all	672	356	696	ACOT2
ACOT2_14_w_74035965.24-all	763	358	558	ACOT2
ACOT2_14_w_74035966.28-all	545	264	350	ACOT2
ACOT2_14_w_74035973.28-all	766	422	614	ACOT2
ACOT4_14_w_74058680.25-all	312	143	269	ACOT4
ACOT4_14_w_74058687.28-all	2332	1195	1544	ACOT4
ACOT4_14_w_74058688.27-all	1669	850	1069	ACOT4
ACOT4_14_w_74058689.26-all	649	339	471	ACOT4
ACOT6_14_c_74085965.27-all	652	271	539	ACOT6
ACOT6_14_c_74085977.28-all	492	220	590	ACOT6
ACOT6_14_w_74085946.26-all	258	138	501	ACOT6
ACOT6_14_w_74085971.25-all	701	332	482	ACOT6
ACOT7_1_c_6409886.28-all	350	146	233	ACOT7
ACOT7_1_c_6409896.26-all	806	360	662	ACOT7
ACOT7_1_c_6409915.24-all	269	156	201	ACOT7
ACOT7_1_w_6409893.27-all	768	356	447	ACOT7
ACOT8_20_c_44485937.26-all	814	393	563	ACOT8
ACOT8_20_c_44485944.27-all	862	456	608	ACOT8
ACOT8_20_c_44485945.28-all	1395	700	967	ACOT8
ACOT8_20_c_44485946.24-all	532	265	544	ACOT8
ACOT9_X_c_23754101.28-all	749	291	493	ACOT9
ACOT9_X_c_23754124.25-all	816	380	499	ACOT9
ACOT9_X_w_23754091.28-all	534	268	396	ACOT9
ACOT9_X_w_23754097.24-all	510	246	595	ACOT9
ACOX1_17_c_73975142.25-all	126	66	124	ACOX1
ACOX1_17_c_73975147.27-all	771	395	721	ACOX1
ACOX1_17_c_73975148.28-all	1319	625	1333	ACOX1
ACOX1_17_w_73975127.25-all	652	313	487	ACOX1
ACOX2_3_c_58520815.28-all	510	289	560	ACOX2
ACOX2_3_w_58520800.26-all	1854	917	1351	ACOX2
ACOX2_3_w_58520801.28-all	663	336	545	ACOX2
ACOX2_3_w_58520802.24-all	290	183	227	ACOX2
ACOX3_4_c_8418199.24-all	296	97	283	ACOX3
ACOX3_4_c_8418200.26-all	565	201	627	ACOX3
ACOX3_4_c_8418240.25-all	388	185	455	ACOX3
ACOXL_2_c_111526005.25-all	492	286	708	ACOXL
ACOXL_2_w_111526000.28-all	876	411	485	ACOXL
ACOXL_2_w_111526007.26-all	757	344	533	ACOXL
ACOXL_2_w_111526011.28-all	501	219	431	ACOXL
ACP1_2_c_265006.23.pass1-all	883	382	579	ACP1
ACP1_2_w_264980.24-all	1269	619	904	ACP1
ACP1_2_w_271882.28-all	1117	544	914	ACP1
ACP1_2_w_271883.27-all	576	288	417	ACP1
ACP2_11_c_47270313.28-all	105	50	214	ACP2
ACP2_11_c_47270323.27-all	286	181	517	ACP2
ACP2_11_w_47270310.23-all	654	265	605	ACP2
ACP2_11_w_47270316.22-all	663	324	601	ACP2
ACP5_19_c_11688082.26-all	856	423	591	ACP5
ACP5_19_c_11688085.24-all	972	470	749	ACP5
ACP5_19_c_11688086.25-all	1521	779	1224	ACP5
ACP5_19_c_11688105.26-all	914	493	674	ACP5
ACP6_1_c_147142133.26-all	650	341	414	ACP6
ACP6_1_c_147142134.23-all	1158	525	839	ACP6
ACP6_1_c_147142135.24-all	1752	729	1323	ACP6
ACP6_1_w_147142126.25-all	829	436	705	ACP6
ACPL2_3_c_140979050.24-all	585	315	463	ACPL2
ACPL2_3_w_140979025.27-all	663	310	491	ACPL2
ACPL2_3_w_140979031.27-all	790	369	594	ACPL2
ACPL2_3_w_140979052.28-all	323	175	250	ACPL2
ACPP_3_w_132036312.28-all	2303	1165	1807	ACPP
ACPP_3_w_132036313.26-all	1843	958	1329	ACPP
ACPP_3_w_132036314.25-all	1092	558	778	ACPP
ACPP_3_w_132036317.28-all	740	369	630	ACPP
ACPT_19_w_51293675.28-all	181	67	203	ACPT
ACPT_19_w_51293694.26-all	1228	659	1190	ACPT
ACPT_19_w_51293697.23-all	900	501	695	ACPT
ACPT_19_w_51293698.28-all	851	447	662	ACPT
ACRBP_12_c_6756157.25-all	656	260	400	ACRBP
ACRBP_12_c_6756170.26-all	540	246	519	ACRBP
ACRBP_12_c_6756522.27-all	299	118	252	ACRBP
ACRBP_12_w_6756489.28-all	938	504	829	ACRBP
ACRC_X_c_70800713.25-all	665	352	655	ACRC
ACRC_X_w_70800695.27-all	1282	624	1620	ACRC
ACRC_X_w_70800696.26-all	788	364	945	ACRC
ACRC_X_w_70800697.25-all	445	203	538	ACRC
ACRV1_11_c_125547904.28-all	794	390	760	ACRV1
ACRV1_11_c_125548126.27-all	509	237	518	ACRV1
ACRV1_11_c_125548158.24-all	667	299	563	ACRV1
ACRV1_11_c_125548177.28-all	53	23	676	ACRV1
ACR_22_c_51176696.28-all	1045	441	820	ACR
ACR_22_c_51176714.23-all	543	194	603	ACR
ACR_22_w_51176709.25-all	734	356	677	ACR
ACR_22_w_51177701.28-all	247	121	366	ACR
ACSBG1_15_c_78526810.23-all	319	131	327	ACSBG1
ACSBG1_15_c_78526839.27-all	893	457	827	ACSBG1
ACSBG1_15_w_78526802.25-all	853	413	749	ACSBG1
ACSBG1_15_w_78526814.27-all	813	396	510	ACSBG1
ACSBG2_19_c_6141582.27-all	490	312	520	ACSBG2
ACSBG2_19_w_6141566.28-all	59	28	680	ACSBG2
ACSBG2_19_w_6147474.23-all	812	438	946	ACSBG2
ACSBG2_19_w_6147477.24-all	644	305	688	ACSBG2
ACSF2_17_c_48503652.28-all	304	154	346	ACSF2
ACSF2_17_c_48503653.26-all	1165	521	952	ACSF2
ACSF2_17_c_48503654.27-all	1900	897	1600	ACSF2
ACSF2_17_w_48503648.25-all	52	12	60	ACSF2
ACSF3_16_w_89167095.25-all	776	432	675	ACSF3
ACSF3_16_w_89167096.27-all	1203	590	1189	ACSF3
ACSF3_16_w_89167097.26-all	570	268	524	ACSF3
ACSF3_16_w_89167111.28-all	188	111	302	ACSF3
ACSL1_4_c_185724592.24-all	565	306	636	ACSL1
ACSL1_4_c_185724614.24-all	629	385	656	ACSL1
ACSL1_4_c_185724631.27-all	928	535	731	ACSL1
ACSL1_4_w_185724622.24-all	547	282	472	ACSL1
ACSL3_2_w_223773498.24-all	619	376	595	ACSL3
ACSL3_2_w_223773514.27-all	515	261	507	ACSL3
ACSL3_2_w_223773521.27-all	851	448	695	ACSL3
ACSL3_2_w_223773547.28-all	4	16	134	ACSL3
ACSL4_X_c_108926552.26-all	346	149	492	ACSL4
ACSL4_X_c_108926566.25-all	342	131	491	ACSL4
ACSL4_X_c_108926567.25-all	955	396	985	ACSL4
ACSL4_X_w_108926548.26-all	297	148	468	ACSL4
ACSL5_10_w_114154732.26-all	1351	663	1232	ACSL5
ACSL5_10_w_114154733.25-all	953	510	893	ACSL5
ACSL5_10_w_114154734.24-all	387	153	331	ACSL5
ACSL5_10_w_114154740.25-all	658	266	496	ACSL5
ACSL6_5_c_131329900.26-all	588	282	468	ACSL6
ACSL6_5_w_131329863.26-all	685	340	745	ACSL6
ACSL6_5_w_131329871.25-all	620	273	470	ACSL6
ACSL6_5_w_131329894.28-all	512	252	473	ACSL6
ACSM1_16_c_20702483.25-all	843	319	710	ACSM1
ACSM1_16_c_20702484.27-all	1263	625	1199	ACSM1
ACSM1_16_c_20702489.28-all	867	404	688	ACSM1
ACSM1_16_w_20702477.26-all	426	248	306	ACSM1
ACSM2A_16_c_20476994.26-all	573	354	440	ACSM2A
ACSM2A_16_c_20482948.23-all	922	494	746	ACSM2A
ACSM2A_16_c_20482955.28-all	848	416	550	ACSM2A
ACSM2A_16_w_20476941.26.pass20-all	510	227	743	ACSM2A
ACSM2B_16_c_20559479.26-all	373	169	344	ACSM2B
ACSM2B_16_c_20570665.27.pass20-all	746	366	629	ACSM2B
ACSM2B_16_w_20563520.28-all	640	254	429	ACSM2B
ACSM2B_16_w_20563548.28-all	1167	575	784	ACSM2B
ACSM3_16_c_20781423.25-all	979	416	858	ACSM3
ACSM3_16_c_20781433.28-all	720	313	680	ACSM3
ACSM3_16_c_20781434.27-all	1228	532	1060	ACSM3
ACSM3_16_w_20781409.27-all	521	237	490	ACSM3
ACSM4_12_c_7456968.26-all	435	193	439	ACSM4
ACSM4_12_w_7456941.25-all	1194	568	989	ACSM4
ACSM4_12_w_7456947.25-all	643	380	666	ACSM4
ACSM4_12_w_7456973.26-all	393	154	578	ACSM4
ACSM5_16_c_20422877.23-all	384	210	377	ACSM5
ACSM5_16_w_20429391.28-all	2354	1125	1819	ACSM5
ACSM5_16_w_20429392.27-all	1636	790	1231	ACSM5
ACSM5_16_w_20429393.26-all	828	401	626	ACSM5
ACSS1_20_c_25011564.26-all	940	403	720	ACSS1
ACSS1_20_c_25011572.26-all	541	284	394	ACSS1
ACSS1_20_c_25011579.24-all	729	334	474	ACSS1
ACSS1_20_w_25011565.28-all	500	254	385	ACSS1
ACSS2_20_c_33464474.24-all	444	186	375	ACSS2
ACSS2_20_c_33464479.27-all	291	116	373	ACSS2
ACSS2_20_w_33464457.27-all	384	158	369	ACSS2
ACSS2_20_w_33464471.26-all	363	177	423	ACSS2
ACSS3_12_c_81471942.27-all	795	342	594	ACSS3
ACSS3_12_w_81471905.27-all	824	408	671	ACSS3
ACSS3_12_w_81471933.26-all	254	109	382	ACSS3
ACTA1_1_c_229568815.25-all	491	238	694	ACTA1
ACTA1_1_c_229568835.22-all	935	518	743	ACTA1
ACTA1_1_c_229568836.23-all	1387	743	1316	ACTA1
ACTA1_1_c_229568839.26-all	2100	1110	1781	ACTA1
ACTA2_10_c_90708661.27-all	1023	514	762	ACTA2
ACTA2_10_w_90708636.27-all	667	314	467	ACTA2
ACTA2_10_w_90708643.25-all	1013	455	628	ACTA2
ACTA2_10_w_90708656.27-all	1334	604	758	ACTA2
ACTBL2_5_w_56778492.25-all	795	339	524	ACTBL2
ACTBL2_5_w_56778493.27-all	450	251	407	ACTBL2
ACTBL2_5_w_56778500.28-all	1220	571	983	ACTBL2
ACTBL2_5_w_56778506.26-all	1299	588	819	ACTBL2
ACTB_7_c_5568030.24-all	217	130	328	ACTB
ACTB_7_c_5568321.27.pass30-all	179	90	823	ACTB
ACTB_7_c_5569271.25.pass30-all	401	198	617	ACTB
ACTB_7_w_5568073.28-all	531	253	505	ACTB
ACTC1_15_c_35086982.26-all	972	478	678	ACTC1
ACTC1_15_w_35086954.26-all	667	320	527	ACTC1
ACTC1_15_w_35086958.27-all	430	224	409	ACTC1
ACTC1_15_w_35086978.27-all	511	221	348	ACTC1
ACTG1_17_c_79479294.26-all	176	100	198	ACTG1
ACTG1_17_c_79479300.26-all	808	379	670	ACTG1
ACTG1_17_c_79479301.24-all	540	269	594	ACTG1
ACTG1_17_w_79479273.25-all	969	554	1096	ACTG1
ACTG2_2_c_74128495.27-all	645	306	493	ACTG2
ACTG2_2_w_74128457.25-all	887	429	609	ACTG2
ACTG2_2_w_74128533.25-all	917	432	1046	ACTG2
ACTG2_2_w_74128534.27-all	455	227	439	ACTG2
ACTL10_20_c_32255340.24-all	918	369	828	ACTL10
ACTL10_20_w_32255313.25-all	304	164	476	ACTL10
ACTL10_20_w_32255334.26-all	630	387	522	ACTL10
ACTL10_20_w_32255337.22-all	847	394	731	ACTL10
ACTL6A_3_c_179287881.28-all	435	219	623	ACTL6A
ACTL6A_3_c_179287884.28-all	1033	587	1393	ACTL6A
ACTL6A_3_c_179287900.25-all	192	147	625	ACTL6A
ACTL6A_3_c_179287914.24-all	400	205	665	ACTL6A
ACTL6B_7_c_100253458.25-all	419	210	473	ACTL6B
ACTL6B_7_c_100253468.23-all	721	356	671	ACTL6B
ACTL6B_7_w_100253450.23-all	573	262	640	ACTL6B
ACTL6B_7_w_100253471.24-all	332	156	377	ACTL6B
ACTL7A_9_c_111624629.26-all	798	369	698	ACTL7A
ACTL7A_9_c_111624630.25-all	802	418	704	ACTL7A
ACTL7A_9_w_111624611.28-all	1580	763	969	ACTL7A
ACTL7A_9_w_111624614.25-all	923	485	548	ACTL7A
ACTL7B_9_c_111618183.24-all	648	316	462	ACTL7B
ACTL7B_9_c_111618184.24-all	766	344	604	ACTL7B
ACTL7B_9_c_111618185.25-all	1481	638	1227	ACTL7B
ACTL7B_9_w_111618179.28-all	672	302	394	ACTL7B
ACTL8_1_c_18149534.22-all	87	41	114	ACTL8
ACTL8_1_c_18149535.27-all	520	272	385	ACTL8
ACTL8_1_w_18149516.22-all	489	273	465	ACTL8
ACTL8_1_w_18149529.24-all	432	224	472	ACTL8
ACTL9_19_c_8809028.28-all	238	169	493	ACTL9
ACTL9_19_c_8809034.26-all	642	267	569	ACTL9
ACTL9_19_c_8809035.27-all	1148	502	1132	ACTL9
ACTL9_19_c_8809036.24-all	392	169	538	ACTL9
ACTN1_14_c_69445730.24-all	637	263	629	ACTN1
ACTN1_14_c_69445767.25-all	780	376	775	ACTN1
ACTN1_14_w_69445715.28-all	1233	584	963	ACTN1
ACTN1_14_w_69445716.27-all	723	290	512	ACTN1
ACTN2_1_c_236850021.23-all	1028	482	993	ACTN2
ACTN2_1_w_236849978.28-all	421	162	539	ACTN2
ACTN2_1_w_236849988.27-all	1419	670	1178	ACTN2
ACTN2_1_w_236849989.26-all	928	428	751	ACTN2
ACTN4_19_c_39138425.23-all	906	462	702	ACTN4
ACTN4_19_w_39138396.28-all	622	243	552	ACTN4
ACTN4_19_w_39138408.22-all	949	487	732	ACTN4
ACTN4_19_w_39138417.25-all	735	440	663	ACTN4
ACTR10_14_c_58666963.27-all	195	118	277	ACTR10
ACTR10_14_c_58666966.27-all	205	106	517	ACTR10
ACTR10_14_w_58666938.24-all	95	48	744	ACTR10
ACTR10_14_w_58666952.27-all	109	41	236	ACTR10
ACTR1A_10_c_104248883.28-all	977	508	525	ACTR1A
ACTR1A_10_c_104248888.27-all	329	214	606	ACTR1A
ACTR1A_10_c_104262396.24-all	344	183	890	ACTR1A
ACTR1A_10_w_104248863.28-all	344	192	557	ACTR1A
ACTR1B_2_c_98278373.24-all	784	389	852	ACTR1B
ACTR1B_2_c_98280345.25-all	796	399	689	ACTR1B
ACTR1B_2_w_98278377.26-all	448	198	438	ACTR1B
ACTR1B_2_w_98280316.25-all	1235	591	695	ACTR1B
ACTR2_2_c_65455083.25-all	286	150	997	ACTR2
ACTR2_2_c_65455089.27-all	363	163	628	ACTR2
ACTR2_2_c_65455090.28-all	1113	538	1231	ACTR2
ACTR2_2_w_65492234.22-all	266	109	848	ACTR2
ACTR3B_7_c_152456994.26-all	611	289	516	ACTR3B
ACTR3B_7_c_152456997.28-all	1331	623	1134	ACTR3B
ACTR3B_7_w_152456982.26-all	1647	892	1488	ACTR3B
ACTR3B_7_w_152456985.23-all	1014	603	971	ACTR3B
ACTR3C_7_w_149990445.24.pass20-all	1624	772	1435	ACTR3C
ACTR3C_7_w_149990446.28.pass20-all	1243	620	811	ACTR3C
ACTR3C_7_w_149990447.22.pass20-all	1167	645	1059	ACTR3C
ACTR3C_7_w_149992359.24.pass30-all	1581	705	890	ACTR3C
ACTR3_2_c_114684954.24-all	750	355	919	ACTR3
ACTR3_2_c_114684963.28-all	856	423	646	ACTR3
ACTR3_2_w_114684929.28-all	896	514	897	ACTR3
ACTR3_2_w_114684932.25-all	307	169	443	ACTR3
ACTR5_20_w_37377138.27-all	375	192	464	ACTR5
ACTR5_20_w_37377139.23-all	301	146	508	ACTR5
ACTR5_20_w_37377144.25-all	147	89	284	ACTR5
ACTR5_20_w_37377152.24-all	291	120	532	ACTR5
ACTR6_12_c_100594654.24-all	114	75	636	ACTR6
ACTR6_12_c_100594675.23-all	73	22	588	ACTR6
ACTR6_12_w_100594636.26-all	53	26	524	ACTR6
ACTR6_12_w_100598724.26-all	615	311	442	ACTR6
ACTR8_3_c_53916122.28-all	364	208	362	ACTR8
ACTR8_3_w_53916088.28-all	318	168	438	ACTR8
ACTR8_3_w_53916093.27-all	180	143	589	ACTR8
ACTR8_3_w_53916100.26-all	405	224	472	ACTR8
ACTRT1_X_c_127186089.26-all	470	336	653	ACTRT1
ACTRT1_X_w_127186067.24-all	527	253	540	ACTRT1
ACTRT1_X_w_127186096.28-all	389	215	312	ACTRT1
ACTRT1_X_w_127186135.26-all	845	359	734	ACTRT1
ACTRT2_1_w_2938259.23-all	648	354	585	ACTRT2
ACTRT2_1_w_2938275.28-all	1982	953	1542	ACTRT2
ACTRT2_1_w_2938276.25-all	690	290	455	ACTRT2
ACTRT2_1_w_2938277.26-all	656	344	497	ACTRT2
ACTRT3_3_c_169487289.23-all	442	198	474	ACTRT3
ACTRT3_3_c_169487296.28-all	638	281	533	ACTRT3
ACTRT3_3_c_169487302.25-all	796	359	591	ACTRT3
ACTRT3_3_w_169487270.28-all	508	264	474	ACTRT3
ACVR1B_12_c_52369116.26-all	388	228	432	ACVR1B
ACVR1B_12_c_52369134.24-all	986	526	850	ACVR1B
ACVR1B_12_c_52369138.28-all	1797	910	1350	ACVR1B
ACVR1B_12_w_52369120.27-all	396	205	406	ACVR1B
ACVR1C_2_c_158443817.28-all	556	284	486	ACVR1C
ACVR1C_2_c_158443844.28-all	1028	451	869	ACVR1C
ACVR1C_2_w_158443827.28-all	687	322	515	ACVR1C
ACVR1C_2_w_158443838.24-all	568	260	316	ACVR1C
ACVR1_2_c_158655980.24-all	1025	569	915	ACVR1
ACVR1_2_w_158637043.25-all	757	402	704	ACVR1
ACVR1_2_w_158637051.25-all	670	341	737	ACVR1
ACVR1_2_w_158655941.26-all	827	426	519	ACVR1
ACVR2A_2_c_148653898.28-all	467	232	458	ACVR2A
ACVR2A_2_c_148653924.28-all	546	303	565	ACVR2A
ACVR2A_2_c_148653925.24-all	713	267	550	ACVR2A
ACVR2A_2_c_148653950.28-all	728	429	674	ACVR2A
ACVR2B_3_w_38495832.24-all	321	114	333	ACVR2B
ACVR2B_3_w_38495833.28-all	432	239	348	ACVR2B
ACVR2B_3_w_38495838.25-all	1140	570	1015	ACVR2B
ACVR2B_3_w_38495839.25-all	593	329	575	ACVR2B
ACVRL1_12_w_52306262.27-all	463	253	474	ACVRL1
ACVRL1_12_w_52306271.27-all	1784	843	1916	ACVRL1
ACVRL1_12_w_52306272.26-all	1330	604	1388	ACVRL1
ACVRL1_12_w_52306273.25-all	875	368	760	ACVRL1
ACY1_3_w_52018084.28-all	257	102	606	ACY1
ACY1_3_w_52018095.26-all	1419	629	1385	ACY1
ACY1_3_w_52018096.25-all	591	273	717	ACY1
ACY1_3_w_52018109.28-all	1068	532	851	ACY1
ACY3_11_c_67414493.24-all	307	144	261	ACY3
ACY3_11_c_67414494.25-all	574	268	451	ACY3
ACY3_11_c_67414495.26-all	938	466	752	ACY3
